publishdate,content_id,title_en,difficulty,mealtype,diettype,cuisine,cooking_method,steps,ingredients,#ingredients,steps_length
2018-08-11,R1301,"Breakfast pizza with mushrooms, spinach, and egg",easy,others,vegetarian,italian,oven,"Preheat oven to 50°C/120°F. Heat milk in a small pot, add yeast and sugar and whisk to combine. Let cook until yeast and sugar are completely dissolved. Whisk in some flour and cover with a kitchen towel. Transfer to the oven and let rest for approx. 10 min. For the hollandaise sauce melt some butter in a pot. Add half of the egg yolks to a liquid measuring cup. Juice lemon and add the juice together with mustard to the measuring cup. Purée with an immersion blender for approx. 1 min., then slowly pour in the melted butter. Season to taste with salt and pepper. Add rested yeast-milk mixture to a large bowl. Add salt, remaining flour, remaining egg yolks, and remaining butter to the bowl and knead to form a smooth dough. Cover and let rise in the oven for approx. 30 min. more. Meanwhile wash and dry spinach. Wipe and thinly slice mushrooms. Heat oil in a large pan over medium-high heat and sauté the mushrooms for approx. 8 min. Salt and transfer to a plate, then set aside. Add spinach to the pan and sauté for approx. 1 – 2 min. or until wilted. Salt, transfer to a plate, and set aside. Preheat oven to 220°C/450°F. Halve dough and transfer to a baking sheet. Form both halves into flat, round pizzas (it’s easier with oily hands). Distribute the mushrooms and spinach and sprinkle with half of the sesame seeds. Bake for approx. 5 min. Afterwards form a hollow in the middle and crack the eggs into the hollows. Sprinkle with remaining sesame seeds and bake for approx. 10 – 15 min. more or until the eggs are set. Remove from the oven and drizzle with hollandaise. Enjoy!","['butter (divided)', 'button mushrooms', 'eggs', 'egg yolks (divided)', 'flour (divided)', 'fresh yeast', 'lemon (juice)', 'milk', 'mustard', 'pepper', 'salt', 'sesame seeds (divided)', 'spinach', 'sugar', 'vegetable oil']",15,290
2018-08-15,R1200,Mozzarella stuffed gnocchi with tomato confit,medium,main,non-vegetarian,italian,,"Preheat the oven to 250°C/480°F. Halve and deseed the red bell pepper. Transfer to a baking dish cut side down and bake on the top shelf of the preheated oven for approx. 15 min. or until skin is blistered all over. Meanwhile, chop parsley, crush and chop some of the garlic cloves. Transfer blistered pepper to a bowl and cover with plastic wrap. Let rest for approx. 15 min. then use a small knife to peel the pepper. Discard the skins and thinly slice the pepper. Transfer to a bowl and season with salt, pepper, crushed garlic cloves, chopped parsley, and olive oil. Cover the bowl with plastic wrap and let marinate at room temperature overnight. Bring a large pot of water to a boil and fill a large bowl with cold water. Score the skin of the tomatoes. Blanch them in the boiling water for approx. 20 sec., then transfer to the cold water. Use a small knife to skin the tomatoes, without cutting them open. Discard the skins and transfer the tomatoes to a baking dish. Season with salt and pepper. Cover with plastic wrap and refrigerate overnight. Take the tomatoes out of the fridge approx. 1 hour before roasting them. Preheat the oven to 130°C/265°F. Crush and roughly chop the remaining garlic cloves and add to the baking dish with the tomatoes. Spread most of the remaining olive oil, thyme, sage (or savory), and basil over the tomatoes. Bake for approx. 4 hours. Remove from the oven and set aside. Meanwhile, place potatoes in a pot filled with cold water. Salt generously, cover, and bring to a boil over medium-high heat. Cook for approx. 50 min. or until tender, then strain and set aside. While potatoes are cooking, add half of the grated Parmesan cheese to a food processor with the mozzarella, remaining basil, remaining olive oil, salt, and pepper. Pulse until smooth and well combined. Chill in the fridge while making the gnocchi dough. Peel boiled potatoes and discard skins. Using a potato ricer, press them into a large bowl. Add remaining grated Parmesan cheese and flour. Form a well in the center and crack in an egg. Add salt, nutmeg, and pepper. Mix together gently with your hands. Turn out onto a working surface and knead lightly until a soft dough comes together. Add more flour as needed, but mind not to over mix it. Divide dough in half and roll each half into a log. Cut into even thumb thick pieces. Press lightly to flatten and add a teaspoon of chilled mozzarella filling to each piece. Roll into balls and set aside on a floured surface. Press each gnocchi gently with a fork. When all the gnocchi are filled, cook them immediately in salted, simmering water until they float. Meanwhile, chop some of the confit tomatoes and transfer to a serving dish with some of the roasting oil. Using a slotted spoon, transfer the gnocchi to a serving dish with the tomatoes. Top with marinated red pepper and parsley mixture. Enjoy!","['basil (divided)', 'egg', 'flour for dusting', 'flour (type 00)', 'floury potatoes', 'freshly grated nutmeg', 'garlic (divided)', 'grated Parmesan cheese (divided)', 'mozzarella di bufala', 'olive oil (divided)', 'parsley', 'pepper', 'red bell pepper', 'sage or savory leaves', 'salt', 'thyme', 'tomatoes (preferably Piccadilly tomatoes)']",17,507
2018-08-30,R1326,Focaccia with onions,easy,others,vegetarian,italian,"baking,oven","In the bowl of a stand mixer, stir yeast, some of the water, and sugar together and let sit for approx. 5 min. Add flour and some of the olive oil and mix on low speed, using a dough hook attachment. Increase the speed and mix for another 2. – 3 min., or until it reaches the consistency of a thick batter. Let mixture rest approx. 10 min. Add part of the salt, increase the mixing speed and mix until the dough becomes smooth and silky, approx. 10 min. Place dough in an oiled bowl, cover with plastic wrap, and let rise for approx. 1 hr. or until it has doubled in size. In the meantime, halve the onions and slice into 0.5-cm./0.2-inch rings. Add to a bowl and toss with olive oil, water, and salt. Set aside. Grease a baking sheet with olive oil. Carefully transfer the dough to the baking sheet and gently stretch it by pulling at the edges to cover the entire surface. The dough should be airy and stretch with ease. Preheat oven to 200°C/400°F. Cover the dough on the baking sheet with plastic wrap and leave to rest for approx. 30 min, until doubled in height. Drain onion rings. Using your fingertips, create dimples in the surface of the dough. Brush with olive oil, sprinkle on onions and Maldon sea salt flakes. Place in oven and bake at 200°C/400°F for approx. 25 min, or until golden. Serve warm and enjoy!","['dry yeast', 'flour', 'Maldon sea salt flakes', 'oil for greasing', 'olive oil (divided)', 'olive oil for brushing', 'red onions', 'salt (divided)', 'sugar', 'water (divided)', 'white onions']",11,246
2018-08-31,R1405,"Pumpkin gnocchi with sage butter, walnuts, and smoked bacon",medium,main,,italian,"blending,frying,roasting","Preheat oven to 200°C/400°F. Halve Hokkaido pumpkin and remove the seeds. Cut into wedges, then dice the pumpkin and transfer it to a baking sheet. Bake for approx. 30 min., or until the pumpkin is soft, then remove from the oven and set aside to cool. In the meantime, peel potatoes and add them to a pot with water. Cook until soft, then drain, and transfer them to a large bowl. Mash the potatoes until they are smooth. Add diced pumpkin to a liquid measuring cup and puree until smooth using an immersion blender. Add pumpkin puree, potato starch, cornmeal, Parmesan cheese, egg yolk, ricotta cheese, and grated garlic to the mashed potatoes. Season with salt, pepper, ground caraway and ground nutmeg. Stir well until it becomes a slightly sticky batter. Flour a clean working surface, add some dough and roll into a log. Repeat with remaining dough. Cut into bite-sized pieces and roll into small balls. To create the classic gnocchi indentations, roll each gnocchi over the tines of a fork, then transfer onto a floured baking sheet. Bring water to a boil in a large pot and add gnocchi in batches to the boiling water.  Once they float, they’re ready, and can bet gently removed using a slotted spoon. In the meantime, heat a large frying pan over medium-high heat and fry diced smoked bacon until crispy. Remove from the pan and set aside. Roughly chop walnuts. Heat oil in the frying pan and add butter. Add the gnocchi and fry, tossing from time to time. Add walnuts, sage leaves and fried bacon. Fry until the sage is crispy and the butter browns. Season with salt and pepper, remove from the heat, and serve immediately. Enjoy!","['butter', 'cornmeal', 'egg yolk', 'flour for dusting', 'garlic', 'ground caraway', 'ground nutmeg', 'Hokkaido pumpkin', 'olive oil', 'Parmesan cheese (grated)', 'pepper', 'potatoes', 'potato starch', 'ricotta cheese', 'sage', 'salt', 'smoked bacon (diced)', 'walnuts']",18,288
2018-09-01,C230,Pizza Hawaii with mushrooms,easy,main,non-vegetarian,italian,oven,"Preheat oven to 250°C/480°F with a baking sheet inside. Roll out pizza dough to desired size on a floured surface, making sure it is thicker around the rim to create a crust. Transfer dough to parchment paper. Cover dough with cold pizza sauce, leaving the crust free. Use more or less sauce as required. Now, add the cheese. Use any grated cheese you like or, if using fresh mozzarella, simply tear it apart with your hands and distribute over the pizza. To prepare the toppings, slice the ham and button mushrooms. Scatter the ham, mushrooms and pineapple over the pizza. If you use canned pineapple, make sure to drain well, so it doesn’t wet the pizza dough. Remove the hot baking sheet from the oven, then quickly place the parchment paper with the pizza on top of it. Return the baking sheet to the oven and bake at 250°C/480°F for approx. 10 min. Make sure you keep an eye on it, as the timing may vary according to your oven and the size of your pizza. Once your pizza has golden, crispy crust, you’ll know it’s ready. Serve with freshly chopped oregano and basil on top. Enjoy!","['basil for serving', 'button mushrooms', 'flour for dusting', 'ham', 'Mozzarella cheese', 'oregano for serving', 'pineapple', 'pizza dough', 'pizza sauce']",9,197
2018-09-04,R1269,5-ingredient bacon and egg risotto,easy,main,non-vegetarian,italian,,"Roughly chop bacon. Finely chop chives. Heat chicken stock over medium-low heat in a pot. Fry eggs over-easy in a little butter in a frying pan. Season with salt and pepper and set aside. In a separate pot over medium-high heat, fry bacon until crispy. Remove from the pot, leaving the fat in the pan. Add the risotto rice and sauté for approx. 2 min. Add warmed chicken stock to the rice, one ladleful at a time, adding more only when the added stock has been absorbed. Stir constantly. Once the rice is cooked or all of the chicken stock has been used up, remove the risotto from the heat and stir in butter to taste. Season with pepper and stir in most of the chives and half the crispy bacon. Divide evenly between two bowls or plates. Top each with an egg and sprinkle with remaining bacon and chives. Enjoy!","['bacon', 'butter', 'chicken stock', 'chives', 'eggs', 'pepper', 'risotto rice', 'salt']",8,151
2018-09-08,R1428,Pork and red wine ragu with pappardelle,easy,main,non-vegetarian,italian,"sauteing,slow-cooking","Peel and finely dice carrots, celery stalks, onions, and garlic. Tie rosemary, oregano, and lemon peel into a bouquet garni with kitchen twine. Slice pork neck into large pieces and season well with salt. Heat the olive oil in a large ovenproof pot over medium-high heat. Fry in batches until well-browned on both sides, approx. 10 min. Remove from the meat from the pan and set aside. Add diced onions, carrots, and celery stalks to the pot and sauté gently on medium-low heat for approx. 10 min. Add the garlic and cook a further 2 min. Then add the tomato paste. Return the fried pork to the pot and add the red wine, let it simmer and reduce, approx. 2 min. Add the crushed tomatoes, chicken stock, herb and lemon bouquet garni, bay leaf, and freshly grated nutmeg. Season with salt and pepper, cover and cook gently for approx. 1 hr. Add the milk and cook a further approx. 30 min., or until the pork is very tender. Gently pull the pork apart using two forks. Cook pasta in a large pot with salted boiling water according to packet instructions until al dente. Drain and add to the ragu, tossing everything together until well combined. Serve with freshly grated Parmesan and pair with a glass of red wine. Enjoy!","['bay leaf', 'canned crushed tomatoes', 'carrots', 'celery', 'chicken stock', 'garlic', 'lemon peel', 'milk', 'nutmeg', 'olive oil', 'onions', 'oregano', 'pappardelle pasta', 'Parmesan cheese for serving', 'pepper', 'pork neck', 'red wine', 'red wine for serving', 'rosemary', 'salt', 'tomato paste']",21,219
2018-09-11,R1329,Lemon ricotta semifreddo with grape compote,medium,dessert,vegetarian,italian,"blending,freezing","Add ricotta, sugar, milk, and heavy cream to a bowl and purée using an immersion blender until well combined. Juice and zest lemons, add to the bowl and stir well. Wrap a loaf pan with plastic wrap to help you ease out the frozen mixture later. Add ricotta mixture to the loaf pan, transfer to the freezer, and leave for approx. 5 – 6 hrs. Wash grapes and add to a pot set over medium-high heat along with the maple syrup, thyme, and a pinch of sea salt. Bring to a boil and let simmer on low heat for approx. 10 min., or until grapes are soft and have burst. Set aside and let cool. Remove the semifreddo from the freezer. Serve using an ice cream scoop or simply slice the semifreddo and garnish with grape compote and some fresh thyme leaves. Enjoy!","['heavy cream', 'lemons', 'maple syrup', 'milk', 'ricotta cheese', 'sea salt', 'seedless grapes', 'sugar', 'thyme', 'thyme leaves for serving']",10,143
2018-09-15,R1350,Tagliatelle with creamy chanterelle mushroom-bacon sauce,easy,main,non-vegetarian,italian,sauteing,"Bring salted water to a boil and cook tagliatelle according to package instructions. Drain and reserve approx. 100 ml /0.5 cup of the cooking water. In the meantime clean chanterelle mushrooms. Peel and finely dice onion and garlic. Finely chop the leaves of parsley. Dice the bacon. Heat some oil in a large frying pan and fry chanterelle mushrooms for approx. 5 min. Add garlic, onion, and bacon and fry for approx. 3 – 4 min. Deglaze with white wine and let simmer for approx. 5 min. or until the wine has reduced. Add reserved cooking water, butter, and mascarpone cheese and stir to combine. Add cooked pasta, parsley, and freshly grated lemon zest. Toss to coat the pasta in sauce, and season with salt and pepper to taste. Enjoy!","['butter', 'chanterelle mushrooms', 'garlic', 'lemon', 'mascarpone cheese', 'oil for frying', 'onion', 'parsley', 'pepper', 'salt', 'smoked bacon', 'tagliatelle', 'white wine']",13,130
2018-09-17,R1344,Shrimp risotto,easy,main,non-vegetarian,italian,,"Peel and finely chop onion and two-thirds of the garlic cloves. Heat half of the olive oil in a large pot over medium heat and fry onion and garlic until translucent. Add risotto rice and keep frying until the rice gets translucent too, approx 5 min. Deglaze the pot with half of the white wine and let it simmer over medium-low heat until the wine is almost completely gone. First add the bay leaf, then alternating ladle in remaining white white wine and fish stock little by little, only adding more liquid once all the liquid in the pot is absorbed. Stir constantly. As soon as  the risotto rice has soaked up all liquid and reached the perfect tender texture, add freshly grated Parmesan cheese and half of the butter. Season with salt and pepper to taste. Set aside. Heat remaining olive oil in a large frying pan and fry shrimp for approx. 1 – 2 min. or until cooked through. Add remaining butter, remaining garlic clove, basil, and lemon juice. Season with salt and pepper. Serve risotto with shrimp on top. Enjoy!","['basil', 'bay leaf', 'butter (divided)', 'fish stock', 'garlic', 'lemon juice', 'olive oil (divided)', 'onion', 'Parmesan cheese', 'pepper', 'risotto rice', 'salt', 'shrimp', 'white wine']",14,183
2018-09-23,C231,Mediterranean shrimp in tomato sauce,easy,main,non-vegetarian,italian,,"Wash and pat the shrimp dry. Peel, devein, and remove the head. Set aside. Peel and finely chop onion and garlic. Wash tomatoes, quarter, remove the core, and cut into thin slices. Heat oil in a frying pan set over medium-high heat. Season cleaned shrimp with salt and add together with dried chilis to the pan. Sauté for approx. 2 min. or until cooked through. Remove shrimp from the pan and set aside. Add onion and garlic to the pan and sauté briefly until translucent. Add sliced tomatoes to the pan and deglaze with white wine. Wash arugula and add to the pan along with the shrimp. Season with salt and pepper, carefully stir to combine, and let cook until the arugula is wilted. Serve and enjoy!","['arugula', 'dried chilis', 'garlic', 'olive oil (for frying)', 'onion', 'pepper', 'salt', 'shrimp', 'tomatoes', 'white wine']",10,127
2018-09-27,R1401,Spinach and white bean soup,easy,main,non-vegetarian,italian,sauteing,"Chop spinach. Finely chop onion, carrot, celery, and sundried tomatoes. Peel and mince garlic. Remove sausage meat from casing and chop roughly. Heat a large pot over medium heat and add some olive oil. Add the onion and garlic and sauté. Add the sausage and brown for approx. 15 min. Add carrots, celery, chili flakes, season with salt and pepper, and let cook for approx. 5 min. more. Add the bay leaf, rosemary, thyme, sundried tomatoes, vegetable broth, beans, and Parmesan rind, if using. Cover and let simmer until beans are tender, approx. 20 min. Use a fork to gently mash some of the beans. Add spinach and simmer for approx. 10 min more. Remove bay leaf, rosemary, thyme, and parmesan rind, serve, and enjoy!","['bay leaf', 'canned white beans (drained)', 'carrot', 'celery', 'chili flakes', 'garlic', 'Italian sausages', 'olive oil (for frying)', 'Parmesan rind', 'pepper', 'red onion', 'rosemary', 'salt', 'spinach', 'sun-dried tomatoes', 'thyme', 'vegetable broth']",17,125
2018-09-29,R1402,"Spinach, salami, and mozzarella stromboli",medium,main,non-vegetarian,italian,"blending,oven","Add yeast, sugar, and the warm water to a bowl and whisk until dissolved. Add the flour, salt, olive oil, and water and knead into a shaggy dough with a hand mixer fitted with dough hooks. Remove from the bowl, knead briefly, and shape into a ball. Place it back to a bowl, cover with kitchen towel or plastic wrap, and let rise until doubled in size, approx. 45 min. Meanwhile, make the sauce. Mince the garlic and the anchovies. Finely dice onion and chop spinach into strips. Heat some olive oil in a saucepan. Add anchovies, garlic, and chili flakes, and sauté approx. 1 min. Add tomatoes and dried basil, bring to a boil, decrease heat, and simmer approx. 10 min. until reduced. Season with salt and pepper, set aside, and let cool. Heat some olive oil in another frying pan over medium-high heat, then add spinach, and cook until just wilted, add red onion and cook until all the liquid has evaporated. Preheat oven to 180°C/350°F. Brush a sheet of parchment paper with some olive oil. Flour a working surface and roll dough out into a rectangle. Transfer the dough onto the parchment paper. Layer on slices of fennel salami, followed by the prosciutto, leaving approx. a 3-cm/1-in border around the edge. Tear mozzarella and place on top, spoon on the cooked spinach, followed by the tomato sauce. Pick up the the  side of the parchment paper closest to you, lift it up and fold over, rolling the dough into a tight log. Pinch along the seam and tuck in the ends. Brush the top with some olive oil and, using a sharp knife, gently score the top of the dough with incisions about 5 cm/ 2 in. apart from each other. Bake Stromboli at 180°C/350°F until the crust is golden brown, approx. 50 min. Brush with more olive oil and bake again for approx. 5 min. further. Remove from the oven, transfer to a wire rack, and let cool for approx. 10 min. Then slice and enjoy!","['active dry yeast', 'anchovies', 'canned crushed tomatoes', 'chili flakes', 'dried basil', 'fennel salami', 'flour', 'flour (for dusting)', 'garlic', 'mozzarella cheese', 'olive oil', 'olive oil (for coating)', 'olive oil (for frying)', 'pepper', 'prosciutto', 'red onion', 'salt', 'spinach', 'sugar', 'water (warm)']",20,340
2018-09-30,R1427,"Pasta with Italian sausage, fennel, and peas",easy,main,non-vegetarian,italian,"frying,sauteing","Peel and finely mince the garlic and shallots. Remove sausage meat from casing and chop roughly or crumble. Heat a large frying pan over medium heat, add Italian sausage meat and fry for approx. 5 min. Add the fennel seeds and cook gently until the fat renders and the meat browns, approx. 10 min. Cook pasta in a large pot with salted boiling water according to packet instructions, or until al dente. Reserve some of the pasta cooking water, then drain the pasta and set aside. Bring a second pot of water to the boil, and blanch fresh peas for approx. 2 min. Transfer immediately to a sieve placed in an ice bath or run under cold water to ensure the peas keep their color. Add the crushed garlic and shallots to the frying pan and let cook a further approx. 5 min. Deglaze the pan with some of the pasta cooking water, add the tomato paste, and stir well. Bring the sauce to a bubble, then add the peas and cook approx. 4 min. Season with salt and pepper according to taste. Add the drained pasta to the sauce along with the grated Parmesan cheese, a drizzle of olive oil, and stir to combine. Serve with extra Parmesan cheese, if desired, and pair the dish with a glass of red wine.","['fennel seeds', 'garlic', 'ice cubes (optional)', 'Italian sausage', 'olive oil for serving', 'paccheri pasta', 'Parmesan cheese for serving', 'Parmesan cheese (grated)', 'pasta water (reserved)', 'peas (fresh, shelled)', 'pepper', 'red wine for serving', 'salt', 'shallots', 'tomato paste']",15,222
2018-10-03,R1273,5-ingredient one-pot farrotto,easy,main,non-vegetarian,italian,stewing,"Quarter tomatoes, thinly slice onion, mince garlic, and grate Parmesan cheese. Add onion, garlic, tomatoes, a drizzle of olive oil, salt, pepper, farro, and water to a pot. Let cook for approx. 25 min., stirring occasionally, until water is almost completely absorbed and farro is cooked through. Serve immediately and sprinkle with grated Parmesan cheese. Enjoy!","['cherry tomatoes', 'farro', 'garlic', 'olive oil', 'onion', 'Parmesan cheese', 'pepper', 'salt', 'water']",9,56
2018-10-12,C233,Italian porcini mushroom risotto,easy,main,non-vegetarian,italian,sauteing,"Soak the dried porcini mushrooms in a bowl of hot water for approx. 20 min., then drain, reserving the liquid. Cut fresh porcini mushrooms into bite-sized pieces. Finely chop onion and mince garlic. Melt butter in a large pot set over medium heat and sauté onion and garlic for approx. 3 min. Add all of the mushrooms to the pot, and sauté for 2 – 3 min. Add risotto rice and sauté until slightly translucent, approx. 2 – 3 min. Add white wine, mushroom soaking liquid, and let cook until evaporated, stirring constantly. Season with salt and pepper to taste. Gradually add water by the half cup, stirring constantly and only adding more water once the previous addition has been absorbed. Once the rice is cooked through and the water has been used up, serve the risotto. Garnish with lots of Parmesan cheese and a light drizzle of truffle oil, if desired. Enjoy!","['', 'butter', 'dried porcini mushrooms', 'garlic', 'onion', 'Parmesan cheese (for serving)', 'pepper', 'porcini mushrooms', 'risotto rice', 'salt', 'truffle oil (for serving)', 'water', 'white wine']",13,153
2018-10-18,C257,Lasagne muffins,easy,main,,italian,,"Preheat oven to 220°C/425°F. Sauté the ground beef in a frying pan with a little oil until well browned, then add the tomato sauce and simmer until reduced. Season with salt and pepper to taste. Grease a muffin tin, then start layering: Add a little ground beef mixture to the bottom of each tin, place a wonton wrapper on top, add another spoonful of beef mixture and cheese, then another wonton wrapper. Layer until you reach the top of the tin, finish with layer of beef mixture, top with cheese, and bake in preheated oven at 220°C/425°F for approx. 10 – 15 min. or until the edges of the wonton wrapper are browned and the cheese is bubbly and melted. Let rest a moment to cool slightly before serving. Enjoy!","['', 'ground beef', 'olive oil (for frying)', 'olive oil (for greasing)', 'pepper', 'salt', 'shredded mozzarella cheese', 'shredded Parmesan cheese', 'tomato sauce', 'wonton wrappers']",10,130
2018-10-24,R915,3-ingredient Calabrian walnut cake,easy,dessert,vegetarian,italian,"baking,blending,oven",Preheat the oven to 180°C/350°F. Pour walnuts into a food processor and grind into a fine walnut flour. Remove and set aside. Separate eggs into two bowls. Add three-quarters of sugar to the bowl with the egg yolks and beat until pale yellow and a bit fluffy. Stir in ground walnuts with a rubber spatula and set aside. Add the remaining sugar to the egg whites and beat until stiff. Fold into the walnut-egg yolk mixture and pour into a springform pan. Bake for approx. 35 min. at 180°C/350°F. Let cool slightly and serve with a sprinkling of confectioner’s sugar. Enjoy!,"[""confectioner's sugar for serving"", 'eggs', 'sugar (divided)', 'walnuts']",4,101
2018-11-04,C303,"Italian-style kale with sun-dried tomatoes, Parmesan, and anchovies",easy,main,,italian,frying,"Peel and finely chop garlic. Finely chop kale and finely chop anchovies. Drain jarred sun-dried tomatoes. Heat olive oil in a frying pan and add garlic, anchovies, and sun-dried tomatoes. Sauté for approx. 1 – 2 min., then add kale and sauté for 5 – 8 min. more. Season to taste with salt and pepper. Preheat the oven to 180°C/350°F. Transfer kale to a baking dish, sprinkle with Parmesan cheese, and panko breadcrumbs. Bake for approx. 10 – 15 min. Meanwhile, grill pork sausages in a grill pan. Remove kale from the oven and serve with grilled sausages and mashed potatoes. Enjoy!","['anchovies', 'garlic', 'jarred sun-dried tomatoes', 'kale', 'mashed potato (for serving)', 'olive oil', 'panko breadcrumbs', 'Parmesan cheese', 'pepper', 'pork sausages', 'salt']",11,102
2018-11-08,C284,Cod liver carbonara,easy,main,non-vegetarian,italian,,"Bring a large pot of salted water to a boil and cook pasta al dente. Drain and set aside. Chop garlic cloves and shallots. Heat some olive oil in a frying pan and add shallots and garlic. Cook until fragrant. Chop cod fillet and add to the pan. Let cook for approx. 3 min. Add cod liver and let cook approx. 3 min. more. Add a white wine and fish stock. Let reduce. In a bowl, mix egg yolks with grated Parmesan and season with black pepper. Add egg yolk mixture to the drained pasta. Mix well to combine. Chop the parsley. Mix all ingredients with the pasta and add juice from half a lemon. Enjoy!","['cod fillets', 'cod liver', 'egg yolks', 'fish stock', 'garlic', 'lemon', 'olive oil', 'Parmesan cheese (grated)', 'parsley', 'pasta', 'pepper', 'salt', 'shallots', 'white wine']",14,116
2018-11-09,R1424,"Sweet potato, spinach, and feta frittata",easy,main,non-vegetarian,italian,oven,"Preheat oven to 180°C/355°F. Peel the sweet potato and slice carefully using a mandoline. Finely dice onion and garlic. Add eggs, milk, salt and pepper to a bowl, and whisk to combine. Heat sunflower oil in a large frying pan. Add onion, bacon, and garlic. Once onion is translucent, add spinach, season with nutmeg, and sauté until spinach is wilted. Grease the baking dish, then line the bottom and sides with overlapping slices of sweet potato. Add the spinach filling and pour over the egg mixture. Crumble feta cheese on top and bake for approx. 25 min. Remove from oven, serve, and enjoy!","['baby spinach', 'bacon (diced)', 'eggs', 'feta cheese', 'garlic', 'ground nutmeg', 'onion', 'pepper', 'salt', 'sunflower oil', 'sunflower oil (for greasing)', 'sweet potatoes', 'whole milk']",13,103
2018-11-29,R1385,Saltimbocca,easy,main,non-vegetarian,italian,frying,"Cut veal cutlets into portions. Prepare a sheet of plastic wrap on a working surface, distribute veal cutlets, and cover with plastic wrap. Flatten the cutlets using a meat tenderizer. Transfer to a plate and repeat with remaining veal cutlets. Season veal cutlets with salt. Place one slice of Prosciutto di Parma and one sage leaf on each veal cutlet and fix in place using a toothpick. Heat olive oil in a frying pan. Add veal cutlets and sear for approx. 1 – 2 min. on each side, then add butter to the frying pan. Once the butter has melted, remove cutlets from frying pan and stir together the butter and pan drippings until combined. Deglaze with white wine and stir again. Remove toothpicks, transfer saltimbocca back to the pan and reheat in the sauce. Serve saltimbocca with a drizzle with sauce. Enjoy!","['olive oil (for frying)', 'Prosciutto di Parma', 'sage leaves', 'salt', 'unsalted butter', 'veal cutlets', 'white wine']",7,143
2018-12-02,R1488,Venison saddle with crème de cassis and caramelized chestnuts,medium,main,,italian,frying,"Trim venison saddle and cut it into 200 g portions. Add crème de cassis to a small saucepan and slowly heat on the side. In a bowl, mix breadcrumbs with grated Parmesan cheese. Add rosemary, thyme, sage, slivered almonds, and mix of Parmesan cheese and breadcrumbs to a blender and pulse. Add egg yolks and blend again. Transfer herb-crust blend to a bowl and set aside. Heat olive oil in a frying pan and add rosemary and garlic. Add more olive oil, if desired. Season venison saddle with salt and pepper. Transfer venison saddle to the frying pan and sear for approx. 2 – 3 min. on each side, or until a crust has formed. Allow to rest for approx. 10 min. In the meantime, add sugar to a frying pan and wait until sugar has caramelized. Add chestnuts, toss in caramel and set aside. Let crème de cassis reduce to half its volume. If desired, mix starch with water and add to the crème de cassis to thicken. Add some more oil and egg yolk to the herb-crust blend and mix thoroughly. Form a crust and place venison saddle on top of it. Heat some butter in another frying pan, add rosemary, garlic, and venison with herb crust. Sear again briefly, covering the venison with butter, rosemary, and garlic. Remove venison from crust and flip, sear again, then remove venison saddle, herb crust, and rosemary from the pan. Heat olive oil in a frying pan. Add rosemary, garlic, and porcini mushrooms. Sauté for approx. 2 – 3 min. and season with salt and pepper. Add blueberries and sauté for 1 – 2 min. more. Place reduced crème de cassis on a serving plate, add venison and herb crust on top. Serve with porcini mushrooms, blueberries, and caramelized chestnuts and garnish with rosemary. Enjoy!","['blueberries', 'chestnuts', 'crème de cassis', 'egg yolks', 'garlic', 'olive oil', 'olive oil (for frying)', 'panko breadcrumbs', 'Parmesan cheese (grated)', 'pepper', 'porcini mushrooms', 'rosemary', 'sage leaves', 'salt', 'slivered almonds', 'starch', 'sugar', 'thyme', 'unsalted butter (for frying)', 'venison saddle', 'water']",21,304
2018-12-16,R1543,"Creamy winter spaghetti with chestnuts, endive, and apple",easy,main,non-vegetarian,italian,,"Peel the onion and garlic and finely chop. Quarter and core the apple, then dice it and sprinkle with lemon juice. Halve the endive widthwise and reserve top green leaves. Cut the bottom half into strips. In the meantime, heat olive oil in a pan and fry the sage until crispy. Remove and drain on paper towels. Sweat the onions and garlic in the pan, then add the chestnuts and deglaze with white wine. Add vegetable broth and bring to a simmer. Add the mascarpone, butter, and the sliced endive. Season with salt and pepper. Put on a large pot of water and cook the pasta as per the package instructions. Drain. Add the pasta to the sauce and season with salt and pepper. Serve with apple, reserved endive leaves, and fried sage. Grate parmesan over the top and enjoy!","['apple', 'chestnuts', 'endive', 'garlic', 'lemon juice', 'mascarpone cheese', 'olive oil', 'onion', 'Parmesan cheese', 'pepper', 'sage leaves', 'salt', 'spaghetti', 'unsalted butter', 'vegetable broth', 'white wine']",16,140
